Projection # 1 - Tilt angle: 30.13
Radius	s(1/A)	Res(A)	NLOO2D
14	0.00014	 7151.658	  1.0000
15	0.00015	 6674.880	  1.0000
16	0.00016	 6257.700	  1.0000
17	0.00017	 5889.600	  1.0000
18	0.00018	 5562.400	  1.0000
19	0.00019	 5269.642	  1.0000
20	0.00020	 5006.160	  1.0000
21	0.00021	 4767.771	  1.0000
22	0.00022	 4551.055	  1.0000
23	0.00023	 4353.183	  1.0000
24	0.00024	 4171.800	  1.0000
25	0.00025	 4004.928	  1.0000
26	0.00026	 3850.893	  1.0000
27	0.00027	 3708.267	  1.0000
28	0.00028	 3575.829	  1.0000
29	0.00029	 3452.524	  1.0000
30	0.00030	 3337.440	  1.0000
31	0.00031	 3229.781	  1.0000
32	0.00032	 3128.850	  1.0000
33	0.00033	 3034.037	  1.0000
34	0.00034	 2944.800	  1.0000
35	0.00035	 2860.663	  1.0000
36	0.00036	 2781.200	  1.0000
37	0.00037	 2706.032	  1.0000
38	0.00038	 2634.821	  1.0000
39	0.00039	 2567.261	  1.0000
40	0.00040	 2503.080	  1.0000
41	0.00041	 2442.029	  1.0000
42	0.00042	 2383.886	  1.0000
43	0.00043	 2328.447	  1.0000
44	0.00044	 2275.527	  1.0000
45	0.00045	 2224.960	  1.0000
46	0.00046	 2176.591	  1.0000
47	0.00047	 2130.281	  1.0000
48	0.00048	 2085.900	  1.0000
49	0.00049	 2043.331	  1.0000
50	0.00050	 2002.464	  1.0000
51	0.00051	 1963.200	  1.0000
52	0.00052	 1925.446	  1.0000
53	0.00053	 1889.117	  1.0000
54	0.00054	 1854.133	  1.0000
55	0.00055	 1820.422	  1.0000
56	0.00056	 1787.914	  1.0000
57	0.00057	 1756.547	  1.0000
58	0.00058	 1726.262	  1.0000
59	0.00059	 1697.003	  1.0000
60	0.00060	 1668.720	  1.0000
61	0.00061	 1641.364	  1.0000
62	0.00062	 1614.890	  1.0000
63	0.00063	 1589.257	  1.0000
64	0.00064	 1564.425	  1.0000
65	0.00065	 1540.357	  1.0000
66	0.00066	 1517.018	  1.0000
67	0.00067	 1494.376	  1.0000
68	0.00068	 1472.400	  1.0000
69	0.00069	 1451.061	  1.0000
70	0.00070	 1430.332	  1.0000
71	0.00071	 1410.186	  0.9998
72	0.00072	 1390.600	  1.0000
73	0.00073	 1371.551	  1.0000
74	0.00074	 1353.016	  1.0000
75	0.00075	 1334.976	  1.0000
76	0.00076	 1317.411	  0.9995
77	0.00077	 1300.301	  0.9999
78	0.00078	 1283.631	  0.9995
79	0.00079	 1267.382	  0.9983
80	0.00080	 1251.540	  0.9985
81	0.00081	 1236.089	  0.9988
82	0.00082	 1221.015	  0.9990
83	0.00083	 1206.304	  0.9982
84	0.00084	 1191.943	  0.9974
85	0.00085	 1177.920	  0.9983
86	0.00086	 1164.223	  0.9984
87	0.00087	 1150.841	  0.9978
88	0.00088	 1137.764	  0.9975
89	0.00089	 1124.980	  0.9979
90	0.00090	 1112.480	  0.9977
91	0.00091	 1100.255	  0.9966
92	0.00092	 1088.296	  0.9964
93	0.00093	 1076.594	  0.9964
94	0.00094	 1065.141	  0.9960
95	0.00095	 1053.928	  0.9955
96	0.00096	 1042.950	  0.9949
97	0.00097	 1032.198	  0.9935
98	0.00098	 1021.665	  0.9937
99	0.00099	 1011.345	  0.9945
100	0.00100	 1001.232	  0.9948
101	0.00101	  991.319	  0.9949
102	0.00102	  981.600	  0.9940
103	0.00103	  972.070	  0.9932
104	0.00104	  962.723	  0.9932
105	0.00105	  953.554	  0.9930
106	0.00106	  944.559	  0.9918
107	0.00107	  935.731	  0.9917
108	0.00108	  927.067	  0.9916
109	0.00109	  918.562	  0.9916
110	0.00110	  910.211	  0.9916
111	0.00111	  902.011	  0.9906
112	0.00112	  893.957	  0.9900
113	0.00113	  886.046	  0.9901
114	0.00114	  878.274	  0.9907
115	0.00115	  870.637	  0.9896
116	0.00116	  863.131	  0.9869
117	0.00117	  855.754	  0.9862
118	0.00118	  848.502	  0.9872
119	0.00119	  841.371	  0.9868
120	0.00120	  834.360	  0.9876
121	0.00121	  827.464	  0.9863
122	0.00122	  820.682	  0.9856
123	0.00123	  814.010	  0.9873
124	0.00124	  807.445	  0.9849
125	0.00125	  800.986	  0.9816
126	0.00126	  794.629	  0.9816
127	0.00127	  788.372	  0.9815
128	0.00128	  782.213	  0.9808
129	0.00129	  776.149	  0.9808
130	0.00130	  770.178	  0.9802
131	0.00131	  764.299	  0.9802
132	0.00132	  758.509	  0.9820
133	0.00133	  752.806	  0.9807
134	0.00134	  747.188	  0.9776
135	0.00135	  741.653	  0.9767
136	0.00136	  736.200	  0.9784
137	0.00137	  730.826	  0.9759
138	0.00138	  725.530	  0.9733
139	0.00139	  720.311	  0.9755
140	0.00140	  715.166	  0.9735
141	0.00141	  710.094	  0.9730
142	0.00142	  705.093	  0.9709
143	0.00143	  700.162	  0.9682
144	0.00144	  695.300	  0.9717
145	0.00145	  690.505	  0.9727
146	0.00146	  685.775	  0.9716
147	0.00147	  681.110	  0.9718
148	0.00148	  676.508	  0.9704
149	0.00149	  671.968	  0.9700
150	0.00150	  667.488	  0.9662
151	0.00151	  663.068	  0.9637
152	0.00152	  658.705	  0.9626
153	0.00153	  654.400	  0.9595
154	0.00154	  650.151	  0.9616
155	0.00155	  645.956	  0.9622
156	0.00156	  641.815	  0.9560
157	0.00157	  637.727	  0.9557
158	0.00158	  633.691	  0.9588
159	0.00159	  629.706	  0.9550
160	0.00160	  625.770	  0.9542
161	0.00161	  621.883	  0.9557
162	0.00162	  618.044	  0.9488
163	0.00163	  614.253	  0.9425
164	0.00164	  610.507	  0.9457
165	0.00165	  606.807	  0.9484
166	0.00166	  603.152	  0.9459
167	0.00167	  599.540	  0.9429
168	0.00168	  595.971	  0.9431
169	0.00169	  592.445	  0.9391
170	0.00170	  588.960	  0.9363
171	0.00171	  585.516	  0.9330
172	0.00172	  582.112	  0.9303
173	0.00173	  578.747	  0.9290
174	0.00174	  575.421	  0.9256
175	0.00175	  572.133	  0.9301
176	0.00176	  568.882	  0.9268
177	0.00177	  565.668	  0.9197
178	0.00178	  562.490	  0.9183
179	0.00179	  559.347	  0.9179
180	0.00180	  556.240	  0.9189
181	0.00181	  553.167	  0.9156
182	0.00182	  550.128	  0.9143
183	0.00183	  547.121	  0.9150
184	0.00184	  544.148	  0.9157
185	0.00185	  541.207	  0.9092
186	0.00186	  538.297	  0.9036
187	0.00187	  535.418	  0.9024
188	0.00188	  532.570	  0.8936
189	0.00189	  529.752	  0.8854
190	0.00190	  526.964	  0.8936
191	0.00191	  524.205	  0.8899
192	0.00192	  521.475	  0.8830
193	0.00193	  518.773	  0.8854
194	0.00194	  516.099	  0.8892
195	0.00195	  513.452	  0.8873
196	0.00196	  510.833	  0.8770
197	0.00197	  508.240	  0.8694
198	0.00198	  505.673	  0.8718
199	0.00199	  503.132	  0.8755
200	0.00200	  500.616	  0.8635
201	0.00201	  498.125	  0.8610
202	0.00202	  495.659	  0.8723
203	0.00203	  493.218	  0.8657
204	0.00204	  490.800	  0.8511
205	0.00205	  488.406	  0.8486
206	0.00206	  486.035	  0.8478
207	0.00207	  483.687	  0.8482
208	0.00208	  481.362	  0.8439
209	0.00209	  479.058	  0.8379
210	0.00210	  476.777	  0.8410
211	0.00211	  474.518	  0.8376
212	0.00212	  472.279	  0.8285
213	0.00213	  470.062	  0.8236
214	0.00214	  467.865	  0.8279
215	0.00215	  465.689	  0.8345
216	0.00216	  463.533	  0.8220
217	0.00217	  461.397	  0.8026
218	0.00218	  459.281	  0.7961
219	0.00219	  457.184	  0.7949
220	0.00220	  455.105	  0.8006
221	0.00221	  453.046	  0.8002
222	0.00222	  451.005	  0.7945
223	0.00223	  448.983	  0.7876
224	0.00224	  446.979	  0.7784
225	0.00225	  444.992	  0.7895
226	0.00226	  443.023	  0.7925
227	0.00227	  441.071	  0.7721
228	0.00228	  439.137	  0.7759
229	0.00229	  437.219	  0.7878
230	0.00230	  435.318	  0.7809
231	0.00231	  433.434	  0.7685
232	0.00232	  431.566	  0.7667
233	0.00233	  429.713	  0.7607
234	0.00234	  427.877	  0.7560
235	0.00235	  426.056	  0.7641
236	0.00236	  424.251	  0.7626
237	0.00237	  422.461	  0.7483
238	0.00238	  420.686	  0.7457
239	0.00239	  418.926	  0.7351
240	0.00240	  417.180	  0.7318
241	0.00241	  415.449	  0.7433
242	0.00242	  413.732	  0.7346
243	0.00243	  412.030	  0.7258
244	0.00244	  410.341	  0.7132
245	0.00245	  408.666	  0.7035
246	0.00246	  407.005	  0.6950
247	0.00247	  405.357	  0.6948
248	0.00248	  403.723	  0.7179
249	0.00249	  402.101	  0.7210
250	0.00250	  400.493	  0.7002
251	0.00251	  398.897	  0.6894
252	0.00252	  397.314	  0.6909
253	0.00253	  395.744	  0.6934
254	0.00254	  394.186	  0.6845
255	0.00255	  392.640	  0.6761
256	0.00256	  391.106	  0.6819
257	0.00257	  389.584	  0.6751
258	0.00258	  388.074	  0.6605
259	0.00259	  386.576	  0.6702
260	0.00260	  385.089	  0.6590
261	0.00261	  383.614	  0.6484
262	0.00262	  382.150	  0.6515
263	0.00263	  380.697	  0.6448
264	0.00264	  379.255	  0.6364
265	0.00265	  377.823	  0.6222
266	0.00266	  376.403	  0.6240
267	0.00267	  374.993	  0.6330
268	0.00268	  373.594	  0.6270
269	0.00269	  372.205	  0.6174
270	0.00270	  370.827	  0.6139
271	0.00271	  369.458	  0.6326
272	0.00272	  368.100	  0.6323
273	0.00273	  366.752	  0.6051
274	0.00274	  365.413	  0.6095
275	0.00275	  364.084	  0.6007
276	0.00276	  362.765	  0.5843
277	0.00277	  361.456	  0.5769
278	0.00278	  360.155	  0.5924
279	0.00279	  358.865	  0.5942
280	0.00280	  357.583	  0.5970
281	0.00281	  356.310	  0.6120
282	0.00282	  355.047	  0.6063
283	0.00283	  353.792	  0.5980
284	0.00284	  352.546	  0.5836
285	0.00285	  351.310	  0.5679
286	0.00286	  350.081	  0.5670
287	0.00287	  348.861	  0.5689
288	0.00288	  347.650	  0.5572
289	0.00289	  346.447	  0.5561
290	0.00290	  345.252	  0.5595
291	0.00291	  344.066	  0.5366
292	0.00292	  342.888	  0.5150
293	0.00293	  341.717	  0.5346
294	0.00294	  340.555	  0.5329
295	0.00295	  339.401	  0.5265
296	0.00296	  338.254	  0.5340
297	0.00297	  337.115	  0.5152
298	0.00298	  335.984	  0.5176
299	0.00299	  334.860	  0.5175
300	0.00300	  333.744	  0.4899
301	0.00301	  332.635	  0.5076
302	0.00302	  331.534	  0.4938
303	0.00303	  330.440	  0.4695
304	0.00304	  329.353	  0.4780
305	0.00305	  328.273	  0.4805
306	0.00306	  327.200	  0.4910
307	0.00307	  326.134	  0.4790
308	0.00308	  325.075	  0.4595
309	0.00309	  324.023	  0.4663
310	0.00310	  322.978	  0.4681
311	0.00311	  321.940	  0.4585
312	0.00312	  320.908	  0.4635
313	0.00313	  319.882	  0.4645
314	0.00314	  318.864	  0.4527
315	0.00315	  317.851	  0.4542
316	0.00316	  316.846	  0.4671
317	0.00317	  315.846	  0.4634
318	0.00318	  314.853	  0.4598
319	0.00319	  313.866	  0.4740
320	0.00320	  312.885	  0.4397
321	0.00321	  311.910	  0.3974
322	0.00322	  310.942	  0.4102
323	0.00323	  309.979	  0.4441
324	0.00324	  309.022	  0.4452
325	0.00325	  308.071	  0.4241
326	0.00326	  307.126	  0.4344
327	0.00327	  306.187	  0.4355
328	0.00328	  305.254	  0.4035
329	0.00329	  304.326	  0.4031
330	0.00330	  303.404	  0.4197
331	0.00331	  302.487	  0.3978
332	0.00332	  301.576	  0.3968
333	0.00333	  300.670	  0.4096
334	0.00334	  299.770	  0.4163
335	0.00335	  298.875	  0.4084
336	0.00336	  297.986	  0.3946
337	0.00337	  297.102	  0.4031
338	0.00338	  296.223	  0.3793
339	0.00339	  295.349	  0.3703
340	0.00340	  294.480	  0.4064
341	0.00341	  293.616	  0.3935
342	0.00342	  292.758	  0.3882
343	0.00343	  291.904	  0.3924
344	0.00344	  291.056	  0.3749
345	0.00345	  290.212	  0.3760
346	0.00346	  289.373	  0.3640
347	0.00347	  288.539	  0.3651
348	0.00348	  287.710	  0.3659
349	0.00349	  286.886	  0.3278
350	0.00350	  286.066	  0.3271
351	0.00351	  285.251	  0.3393
352	0.00352	  284.441	  0.3224
353	0.00353	  283.635	  0.3215
354	0.00354	  282.834	  0.3307
355	0.00355	  282.037	  0.3141
356	0.00356	  281.245	  0.2910
357	0.00357	  280.457	  0.3166
358	0.00358	  279.674	  0.3281
359	0.00359	  278.895	  0.3207
360	0.00360	  278.120	  0.3375
361	0.00361	  277.350	  0.3221
362	0.00362	  276.583	  0.3149
363	0.00363	  275.822	  0.3208
364	0.00364	  275.064	  0.3104
365	0.00365	  274.310	  0.3166
366	0.00366	  273.561	  0.3217
367	0.00367	  272.815	  0.3125
368	0.00368	  272.074	  0.3006
369	0.00369	  271.337	  0.2933
370	0.00370	  270.603	  0.3016
371	0.00371	  269.874	  0.3062
372	0.00372	  269.148	  0.2769
373	0.00373	  268.427	  0.2543
374	0.00374	  267.709	  0.2707
375	0.00375	  266.995	  0.2838
376	0.00376	  266.285	  0.2751
377	0.00377	  265.579	  0.2842
378	0.00378	  264.876	  0.2982
379	0.00379	  264.177	  0.2696
380	0.00380	  263.482	  0.2567
381	0.00381	  262.791	  0.2832
382	0.00382	  262.103	  0.2777
383	0.00383	  261.418	  0.2577
384	0.00384	  260.738	  0.2821
385	0.00385	  260.060	  0.2675
386	0.00386	  259.387	  0.2543
387	0.00387	  258.716	  0.2883
388	0.00388	  258.049	  0.2666
389	0.00389	  257.386	  0.2515
390	0.00390	  256.726	  0.2580
391	0.00391	  256.070	  0.2579
392	0.00392	  255.416	  0.2503
393	0.00393	  254.766	  0.2382
394	0.00394	  254.120	  0.2495
395	0.00395	  253.476	  0.2502
396	0.00396	  252.836	  0.2522
397	0.00397	  252.200	  0.2649
398	0.00398	  251.566	  0.2562
399	0.00399	  250.935	  0.2443
400	0.00400	  250.308	  0.2312
401	0.00401	  249.684	  0.2092
402	0.00402	  249.063	  0.1938
403	0.00403	  248.445	  0.2014
404	0.00404	  247.830	  0.2443
405	0.00405	  247.218	  0.2281
406	0.00406	  246.609	  0.1968
407	0.00406	  246.003	  0.2068
408	0.00407	  245.400	  0.1927
409	0.00408	  244.800	  0.1904
410	0.00409	  244.203	  0.1955
411	0.00410	  243.609	  0.2029
412	0.00411	  243.018	  0.2146
413	0.00412	  242.429	  0.2164
414	0.00413	  241.843	  0.2362
415	0.00414	  241.261	  0.2189
416	0.00415	  240.681	  0.2078
417	0.00416	  240.104	  0.2445
418	0.00417	  239.529	  0.2370
419	0.00418	  238.958	  0.2086
420	0.00419	  238.389	  0.2025
421	0.00420	  237.822	  0.1958
422	0.00421	  237.259	  0.1823
423	0.00422	  236.698	  0.1983
424	0.00423	  236.140	  0.2089
425	0.00424	  235.584	  0.1786
426	0.00425	  235.031	  0.1512
427	0.00426	  234.481	  0.1858
428	0.00427	  233.933	  0.1922
429	0.00428	  233.387	  0.1788
430	0.00429	  232.845	  0.1929
431	0.00430	  232.304	  0.1856
432	0.00431	  231.767	  0.1805
433	0.00432	  231.231	  0.1954
434	0.00433	  230.699	  0.1945
435	0.00434	  230.168	  0.1524
436	0.00435	  229.640	  0.1743
437	0.00436	  229.115	  0.1871
438	0.00437	  228.592	  0.1583
439	0.00438	  228.071	  0.1749
440	0.00439	  227.553	  0.1950
441	0.00440	  227.037	  0.1862
442	0.00441	  226.523	  0.1686
443	0.00442	  226.012	  0.1899
444	0.00443	  225.503	  0.1867
445	0.00444	  224.996	  0.1366
446	0.00445	  224.492	  0.1349
447	0.00446	  223.989	  0.1717
448	0.00447	  223.489	  0.1827
449	0.00448	  222.992	  0.1522
450	0.00449	  222.496	  0.1250
451	0.00450	  222.003	  0.1410
452	0.00451	  221.512	  0.1526
453	0.00452	  221.023	  0.1448
454	0.00453	  220.536	  0.1721
455	0.00454	  220.051	  0.2021
456	0.00455	  219.568	  0.1664
457	0.00456	  219.088	  0.1401
458	0.00457	  218.610	  0.1648
459	0.00458	  218.133	  0.1475
460	0.00459	  217.659	  0.1354
461	0.00460	  217.187	  0.1569
462	0.00461	  216.717	  0.1440
463	0.00462	  216.249	  0.1582
464	0.00463	  215.783	  0.1531
465	0.00464	  215.319	  0.1130
466	0.00465	  214.857	  0.1429
467	0.00466	  214.397	  0.1483
468	0.00467	  213.938	  0.1425
469	0.00468	  213.482	  0.1563
470	0.00469	  213.028	  0.1592
471	0.00470	  212.576	  0.1476
472	0.00471	  212.125	  0.1100
473	0.00472	  211.677	  0.1132
474	0.00473	  211.230	  0.1249
475	0.00474	  210.786	  0.1335
476	0.00475	  210.343	  0.1330
477	0.00476	  209.902	  0.1255
478	0.00477	  209.463	  0.1313
479	0.00478	  209.025	  0.1218
480	0.00479	  208.590	  0.1122
481	0.00480	  208.156	  0.1149
482	0.00481	  207.724	  0.1207
483	0.00482	  207.294	  0.1171
484	0.00483	  206.866	  0.1313
485	0.00484	  206.440	  0.1307
486	0.00485	  206.015	  0.1015
487	0.00486	  205.592	  0.1181
488	0.00487	  205.170	  0.1308
489	0.00488	  204.751	  0.1270
490	0.00489	  204.333	  0.1188
491	0.00490	  203.917	  0.1188
492	0.00491	  203.502	  0.1344
493	0.00492	  203.090	  0.1231
494	0.00493	  202.679	  0.1202
495	0.00494	  202.269	  0.1306
496	0.00495	  201.861	  0.1260
497	0.00496	  201.455	  0.1027
498	0.00497	  201.051	  0.0752
499	0.00498	  200.648	  0.0797
500	0.00499	  200.246	  0.1202
501	0.00500	  199.847	  0.1393
502	0.00501	  199.449	  0.1074
503	0.00502	  199.052	  0.1058
504	0.00503	  198.657	  0.1137
505	0.00504	  198.264	  0.0946
506	0.00505	  197.872	  0.0990
507	0.00506	  197.482	  0.1148
508	0.00507	  197.093	  0.1199
509	0.00508	  196.706	  0.1177
510	0.00509	  196.320	  0.1132
511	0.00510	  195.936	  0.0984
512	0.00511	  195.553	  0.1076
513	0.00512	  195.172	  0.1128
514	0.00513	  194.792	  0.1087
515	0.00514	  194.414	  0.1062
516	0.00515	  194.037	  0.0995
517	0.00516	  193.662	  0.0937
518	0.00517	  193.288	  0.0892
519	0.00518	  192.916	  0.1046
520	0.00519	  192.545	  0.0897
521	0.00520	  192.175	  0.0774
522	0.00521	  191.807	  0.0752
523	0.00522	  191.440	  0.0930
524	0.00523	  191.075	  0.1228
525	0.00524	  190.711	  0.1091
526	0.00525	  190.348	  0.0998
527	0.00526	  189.987	  0.0916
528	0.00527	  189.627	  0.0826
529	0.00528	  189.269	  0.0770
530	0.00529	  188.912	  0.0848
531	0.00530	  188.556	  0.0798
532	0.00531	  188.202	  0.0764
533	0.00532	  187.848	  0.0821
534	0.00533	  187.497	  0.0829
535	0.00534	  187.146	  0.0757
536	0.00535	  186.797	  0.0711
537	0.00536	  186.449	  0.0951
538	0.00537	  186.103	  0.1130
539	0.00538	  185.757	  0.1175
540	0.00539	  185.413	  0.1047
541	0.00540	  185.071	  0.1046
542	0.00541	  184.729	  0.1062
543	0.00542	  184.389	  0.0816
544	0.00543	  184.050	  0.0848
545	0.00544	  183.712	  0.0779
546	0.00545	  183.376	  0.0650
547	0.00546	  183.041	  0.0777
548	0.00547	  182.707	  0.0769
549	0.00548	  182.374	  0.0498
550	0.00549	  182.042	  0.0464
551	0.00550	  181.712	  0.0798
552	0.00551	  181.383	  0.0796
553	0.00552	  181.055	  0.0775
554	0.00553	  180.728	  0.0722
555	0.00554	  180.402	  0.0504
556	0.00555	  180.078	  0.0622
557	0.00556	  179.754	  0.0935
558	0.00557	  179.432	  0.0878
559	0.00558	  179.111	  0.0889
560	0.00559	  178.791	  0.0811
561	0.00560	  178.473	  0.0479
562	0.00561	  178.155	  0.0700
563	0.00562	  177.839	  0.0801
564	0.00563	  177.523	  0.0798
565	0.00564	  177.209	  0.0968
566	0.00565	  176.896	  0.0815
567	0.00566	  176.584	  0.0577
568	0.00567	  176.273	  0.0399
569	0.00568	  175.963	  0.0243
570	0.00569	  175.655	  0.0403
571	0.00570	  175.347	  0.0636
572	0.00571	  175.041	  0.0740
573	0.00572	  174.735	  0.0841
574	0.00573	  174.431	  0.0786
575	0.00574	  174.127	  0.0593
576	0.00575	  173.825	  0.0544
577	0.00576	  173.524	  0.0679
578	0.00577	  173.224	  0.0818
579	0.00578	  172.924	  0.0734
580	0.00579	  172.626	  0.0660
581	0.00580	  172.329	  0.0722
582	0.00581	  172.033	  0.0541
583	0.00582	  171.738	  0.0558
584	0.00583	  171.444	  0.0709
585	0.00584	  171.151	  0.0685
586	0.00585	  170.859	  0.0644
587	0.00586	  170.568	  0.0614
588	0.00587	  170.278	  0.0535
589	0.00588	  169.988	  0.0417
590	0.00589	  169.700	  0.0365
591	0.00590	  169.413	  0.0387
592	0.00591	  169.127	  0.0429
593	0.00592	  168.842	  0.0531
594	0.00593	  168.558	  0.0644
595	0.00594	  168.274	  0.0582
596	0.00595	  167.992	  0.0420
597	0.00596	  167.711	  0.0553
598	0.00597	  167.430	  0.0785
599	0.00598	  167.151	  0.0684
600	0.00599	  166.872	  0.0734
601	0.00600	  166.594	  0.0756
602	0.00601	  166.318	  0.0601
603	0.00602	  166.042	  0.0572
604	0.00603	  165.767	  0.0705
605	0.00604	  165.493	  0.0813
606	0.00605	  165.220	  0.0572
607	0.00606	  164.948	  0.0389
608	0.00607	  164.676	  0.0427
609	0.00608	  164.406	  0.0482
610	0.00609	  164.136	  0.0479
611	0.00610	  163.868	  0.0450
612	0.00611	  163.600	  0.0241
613	0.00612	  163.333	  0.0514
614	0.00613	  163.067	  0.0592
615	0.00614	  162.802	  0.0381
616	0.00615	  162.538	  0.0491
617	0.00616	  162.274	  0.0387
618	0.00617	  162.012	  0.0307
619	0.00618	  161.750	  0.0373
620	0.00619	  161.489	  0.0517
621	0.00620	  161.229	  0.0481
622	0.00621	  160.970	  0.0490
623	0.00622	  160.711	  0.0643
624	0.00623	  160.454	  0.0582
625	0.00624	  160.197	  0.0437
626	0.00625	  159.941	  0.0430
627	0.00626	  159.686	  0.0276
628	0.00627	  159.432	  0.0366
629	0.00628	  159.178	  0.0572
630	0.00629	  158.926	  0.0538
631	0.00630	  158.674	  0.0520
632	0.00631	  158.423	  0.0613
633	0.00632	  158.173	  0.0504
634	0.00633	  157.923	  0.0479
635	0.00634	  157.674	  0.0639
636	0.00635	  157.426	  0.0500
637	0.00636	  157.179	  0.0373
638	0.00637	  156.933	  0.0645
639	0.00638	  156.687	  0.0744
640	0.00639	  156.443	  0.0428
641	0.00640	  156.198	  0.0327
642	0.00641	  155.955	  0.0497
643	0.00642	  155.713	  0.0459
644	0.00643	  155.471	  0.0176
645	0.00644	  155.230	  0.0271
646	0.00645	  154.989	  0.0402
647	0.00646	  154.750	  0.0338
648	0.00647	  154.511	  0.0471
649	0.00648	  154.273	  0.0515
650	0.00649	  154.036	  0.0436
651	0.00650	  153.799	  0.0274
652	0.00651	  153.563	  0.0122
653	0.00652	  153.328	  0.0251
654	0.00653	  153.094	  0.0412
655	0.00654	  152.860	  0.0510
656	0.00655	  152.627	  0.0402
657	0.00656	  152.395	  0.0140
658	0.00657	  152.163	  0.0059
659	0.00658	  151.932	  0.0241
660	0.00659	  151.702	  0.0277
661	0.00660	  151.472	  0.0309
662	0.00661	  151.244	  0.0271
663	0.00662	  151.015	  0.0276
664	0.00663	  150.788	  0.0271
665	0.00664	  150.561	  0.0289
666	0.00665	  150.335	  0.0339
667	0.00666	  150.110	  0.0272
668	0.00667	  149.885	  0.0387
669	0.00668	  149.661	  0.0499
670	0.00669	  149.438	  0.0495
671	0.00670	  149.215	  0.0264
672	0.00671	  148.993	  0.0236
673	0.00672	  148.771	  0.0335
674	0.00673	  148.551	  0.0179
675	0.00674	  148.331	  0.0222
676	0.00675	  148.111	  0.0301
677	0.00676	  147.892	  0.0244
678	0.00677	  147.674	  0.0425
679	0.00678	  147.457	  0.0363
680	0.00679	  147.240	  0.0264
681	0.00680	  147.024	  0.0138
682	0.00681	  146.808	  0.0045
683	0.00682	  146.593	  0.0305
684	0.00683	  146.379	  0.0323
685	0.00684	  146.165	  0.0320
686	0.00685	  145.952	  0.0322
687	0.00686	  145.740	  0.0164
688	0.00687	  145.528	  0.0000
689	0.00688	  145.317	  0.0118
690	0.00689	  145.106	  0.0192
691	0.00690	  144.896	  0.0117
692	0.00691	  144.687	  0.0196
693	0.00692	  144.478	  0.0232
694	0.00693	  144.270	  0.0276
695	0.00694	  144.062	  0.0156
696	0.00695	  143.855	  0.0078
697	0.00696	  143.649	  0.0144
698	0.00697	  143.443	  0.0191
699	0.00698	  143.238	  0.0142
700	0.00699	  143.033	  0.0257
701	0.00700	  142.829	  0.0481
702	0.00701	  142.626	  0.0248
703	0.00702	  142.423	  0.0222
704	0.00703	  142.220	  0.0292
